ODS_CODE,NAME,POSTCODE,POSTCODE_LATITUDE,POSTCODE_LONGITUDE,POSTCODE_DISTRICT,POSTCODE_COUNTY,GPAD_SYSTEMS,SYSTEM
M92028,THORNLEY STREET SURGERY,WV1 1JP,52.588445,-2.125783,E08000031,E99999999,EMIS,EMIS
M92029,NEWBRIDGE SURGERY,WV6 0DE,52.593786,-2.15553,E08000031,E99999999,EMIS,EMIS
M92039,DR ST PIERRE-LIBBERTON,WV10 8PJ,52.610567,-2.10049,E08000031,E99999999,EMIS,EMIS
M92040,MAYFIELD MEDICAL PRACTICE,WV1 2GZ,52.583046,-2.093284,E08000031,E99999999,EMIS,EMIS
M92041,PROBERT ROAD SURGERY,WV10 6AR,52.618305,-2.130079,E08000031,E99999999,EMIS,EMIS
M92043,PENN SURGERY,WV3 7LX,52.569021,-2.146649,E08000031,E99999999,EMIS,EMIS
M92607,WHITMORE REANS MEDICAL PRACTICE,WV6 0QL,52.595744,-2.142516,E08000031,E99999999,EMIS,EMIS
M92609,ASHFIELD ROAD SURGERY,WV10 6QX,52.62606,-2.132835,E08000031,E99999999,EMIS,EMIS
M92612,HEALTH AND BEYOND,WV2 2AU,52.576374,-2.115065,E08000031,E99999999,EMIS,EMIS
M92627,BILSTON FAMILY PRACTICE,WV14 6PW,52.568916,-2.077114,E08000031,E99999999,EMIS,EMIS
M92629,FORDHOUSES MEDICAL CENTRE,WV10 6RU,52.621952,-2.132188,E08000031,E99999999,EMIS,EMIS
M92630,EAST PARK MEDICAL PRACTICE,WV1 2LW,52.586405,-2.097173,E08000031,E99999999,EMIS,EMIS
M92649,DR MUDIGONDA,WV14 6PW,52.568916,-2.077114,E08000031,E99999999,EMIS,EMIS
M92654,BAGARY'S MEDICAL PRACTICE,WV10 9SX,52.60916,-2.114516,E08000031,E99999999,EMIS,EMIS
N81001,AUDLEM MEDICAL PRACTICE,CW3 0AH,52.989631,-2.508717,E06000049,E99999999,EMIS,EMIS
N81002,KENMORE MEDICAL CENTRE,SK9 1PA,53.323079,-2.235224,E06000049,E99999999,EMIS,EMIS
N81005,HELSBY HEALTH CENTRE,WA6 0BW,53.270482,-2.770521,E06000050,E99999999,EMIS,EMIS
N81006,BUNBURY MEDICAL PRACTICE,CW6 9PE,53.117072,-2.650636,E06000049,E99999999,EMIS,EMIS
N81007,HOLES LANE MEDICAL LTD.,WA1 4NE,53.399844,-2.545137,E06000007,E99999999,TPP,TPP
N81008,THE CEDARS MEDICAL CENTRE,ST7 2LU,53.093302,-2.300747,E06000049,E99999999,EMIS,EMIS
N81009,HEATH LANE MEDICAL CENTRE,CH3 5UJ,53.188977,-2.863842,E06000050,E99999999,EMIS,EMIS
N81010,NANTWICH HEALTH CENTRE,CW5 5NX,53.068155,-2.518507,E06000049,E99999999,EMIS,EMIS
N81011,BEVAN GROUP PRACTICE,WA8 6TR,53.379744,-2.724554,E06000006,E99999999,EMIS,EMIS
N81012,GUARDIAN STREET MED/CTR,WA5 1UD,53.391917,-2.606296,E06000007,E99999999,TPP,TPP
N81013,HIGH STREET SURGERY,SK11 6JL,53.258072,-2.122605,E06000049,E99999999,EMIS,EMIS
N81014,BROOKFIELD SURGERY,WA13 9DB,53.382321,-2.48123,E06000007,E99999999,TPP,TPP
N81016,MILLCROFT MEDICAL CENTRE,CW1 3AW,53.098829,-2.45397,E06000049,E99999999,EMIS,EMIS
N81018,TARPORLEY HEALTH CENTRE,CW6 0BE,53.158995,-2.665522,E06000050,E99999999,EMIS,EMIS
N81019,CASTLEFIELDS HEALTH CENTRE,WA7 2ST,53.338823,-2.691796,E06000006,E99999999,EMIS,EMIS
N81020,PENKETH HEALTH CENTRE,WA5 2EY,53.386576,-2.656033,E06000007,E99999999,TPP,TPP
N81022,MIDDLEWOOD PARTNERSHIP,SK10 5JH,53.296324,-2.107533,E06000049,E99999999,EMIS,EMIS
N81024,SWANLOW MEDICAL CENTRE,CW7 1AT,53.191333,-2.530289,E06000050,E99999999,EMIS,EMIS
N81025,FIRDALE MEDICAL CENTRE,CW8 4AZ,53.25382,-2.537386,E06000050,E99999999,EMIS,EMIS
N81027,READESMOOR MEDICAL GROUP PRACTICE,CW12 1JP,53.163779,-2.216791,E06000049,E99999999,EMIS,EMIS
N81028,CAUSEWAY MEDICAL CENTRE,WA4 6QA,53.380496,-2.589492,E06000007,E99999999,TPP,TPP
N81029,SOUTH PARK SURGERY,SK11 6JL,53.258072,-2.122605,E06000049,E99999999,EMIS,EMIS
N81030,PRINCEWAY SURGERIES,WA6 6RX,53.293067,-2.726821,E06000050,E99999999,EMIS,EMIS
N81031,DRS ADEY AND DANCY,CW6 0BE,53.158995,-2.665522,E06000050,E99999999,EMIS,EMIS
N81032,ASHFIELDS PRIMARY CARE CENTRE,CW11 1EQ,53.144658,-2.367396,E06000049,E99999999,EMIS,EMIS
N81033,ALDERLEY EDGE MEDICAL CENTRE,SK9 7EP,53.300468,-2.237469,E06000049,E99999999,EMIS,EMIS
N81034,BOUGHTON MEDICAL GROUP,CH2 3DP,53.192862,-2.875925,E06000050,E99999999,EMIS,EMIS
N81035,FIR PARK MEDICAL CENTRE,WA8 9DT,53.381589,-2.746038,E06000006,E99999999,EMIS,EMIS
N81036,SPRINGFIELDS MEDICAL CENTRE,WA1 1UG,53.389274,-2.597523,E06000007,E99999999,TPP,TPP
N81037,THE BEECHES MEDICAL CTR,WA8 8QS,53.363843,-2.766105,E06000006,E99999999,EMIS,EMIS
N81038,LAUREL BANK SURGERY,SY14 8PS,53.017569,-2.762637,E06000050,E99999999,EMIS,EMIS
N81039,OAKLANDS,CW10 9BE,53.190456,-2.44621,E06000049,E99999999,EMIS,EMIS
N81040,HIGH STREET PRACTICE WINSFORD,CW7 1AT,53.191333,-2.530289,E06000050,E99999999,EMIS,EMIS
N81041,HELSBY STREET MED/CTR,WA1 3AW,53.394996,-2.576324,E06000007,E99999999,TPP,TPP
N81043,HASLINGTON SURGERY,CW1 5QY,53.0977,-2.394938,E06000049,E99999999,EMIS,EMIS
N81044,HUNGERFORD MEDICAL CENTRE,CW1 5HA,53.097886,-2.427004,E06000049,E99999999,EMIS,EMIS
N81045,PEELHOUSE MEDICAL PLAZA,WA8 6TN,53.372115,-2.722561,E06000006,E99999999,EMIS,EMIS
N81046,PARK MEDICAL CENTRE,CH2 3RD,53.202681,-2.8731,E06000050,E99999999,EMIS,EMIS
N81047,THE KILTEARN MEDICAL CTR.,CW5 5NX,53.068155,-2.518507,E06000049,E99999999,EMIS,EMIS
N81048,FEARNHEAD CROSS MED.CTR.,WA2 0HD,53.411088,-2.559107,E06000007,E99999999,EMIS,EMIS
N81049,KNUTSFORD MEDICAL PARTNERSHIP,WA16 0LY,53.306056,-2.377649,E06000049,E99999999,EMIS,EMIS
N81050,GREAT SUTTON MEDICAL CENTRE,CH66 3NZ,53.276936,-2.936384,E06000050,E99999999,EMIS,EMIS
N81051,THE WEAVERHAM SURGERY,CW8 3EU,53.262306,-2.577506,E06000050,E99999999,EMIS,EMIS
N81052,LAWTON HOUSE SURGERY,CW12 1QG,53.163062,-2.205795,E06000049,E99999999,EMIS,EMIS
N81053,EARNSWOOD MEDICAL CENTRE,CW1 3AW,53.098829,-2.45397,E06000049,E99999999,EMIS,EMIS
N81054,WEAVER VALE PRACTICE,WA7 2UT,53.325561,-2.696866,E06000006,E99999999,EMIS,EMIS
N81055,WATLING STREET SURGERY,CW9 5EX,53.26037,-2.513603,E06000050,E99999999,EMIS,EMIS
N81056,FOLLY LANE MEDICAL CENTRE,WA5 0LU,53.398135,-2.606866,E06000007,E99999999,TPP,TPP
N81057,TOWER HOUSE PRACTICE,WA7 1AB,53.341187,-2.732462,E06000006,E99999999,EMIS,EMIS
N81059,CULCHETH MEDICAL CENTRE,WA3 4DZ,53.451661,-2.525547,E06000007,E99999999,TPP,TPP
N81060,NESTON SURGERY,CH64 4BN,53.285256,-3.053221,E06000050,E99999999,EMIS,EMIS
N81061,WITTON STREET SURGERY,CW9 5QU,53.262396,-2.504272,E06000050,E99999999,EMIS,EMIS
N81062,CUMBERLAND HOUSE SURGERY,SK11 6JL,53.258072,-2.122605,E06000049,E99999999,EMIS,EMIS
N81063,YORK ROAD GROUP PRACTICE,CH65 0DB,53.278876,-2.899307,E06000050,E99999999,EMIS,EMIS
N81064,NEWTOWN SURGERY,WA8 7GD,53.362174,-2.735706,E06000006,E99999999,EMIS,EMIS
N81065,LATCHFORD MEDICAL CENTRE,WA4 1LJ,53.381017,-2.561658,E06000007,E99999999,TPP,TPP
N81066,GROVE HOUSE PRACTICE,WA7 1AB,53.341187,-2.732462,E06000006,E99999999,EMIS,EMIS
N81067,OAKWOOD MEDICAL CENTRE,CW8 4LF,53.271695,-2.544224,E06000050,E99999999,EMIS,EMIS
N81068,GROSVENOR MEDICAL CENTRE,CW1 3HB,53.102362,-2.453858,E06000049,E99999999,EMIS,EMIS
N81069,CHELFORD SURGERY,SK11 9BS,53.27255,-2.28242,E06000049,E99999999,EMIS,EMIS
N81070,HANDFORTH HEALTH CENTRE,SK9 3HL,53.347666,-2.214495,E06000049,E99999999,EMIS,EMIS
N81071,GREENMOSS MEDICAL CENTRE,ST7 3BT,53.107532,-2.250178,E06000049,E99999999,EMIS,EMIS
N81072,MURDISHAW,WA7 6ES,53.323997,-2.662129,E06000006,E99999999,EMIS,EMIS
N81074,LAUNCESTON CLOSE SURGERY,CW7 1LY,53.183116,-2.542488,E06000050,E99999999,EMIS,EMIS
N81075,STOCKTON HEATH MED.CENTRE,WA4 6HJ,53.371957,-2.582145,E06000007,E99999999,EMIS,EMIS
N81077,THE HEALTH CENTRE (HOLMES CHAPEL),CW4 7BB,53.200227,-2.35585,E06000049,E99999999,EMIS,EMIS
N81079,THE ELMS MEDICAL CENTRE,CH1 4DS,53.195108,-2.892974,E06000050,E99999999,EMIS,EMIS
N81080,NORTHGATE MEDICAL CENTRE,CH1 4DS,53.195108,-2.892974,E06000050,E99999999,EMIS,EMIS
N81081,GARDEN LANE MEDICAL CTR.,CH1 4EN,53.19529,-2.896361,E06000050,E99999999,EMIS,EMIS
N81082,CITY WALLS MEDICAL CENTRE,CH1 2NR,53.191544,-2.896013,E06000050,E99999999,EMIS,EMIS
N81083,PARKVIEW MEDICAL CENTRE,WA2 8HE,53.40461,-2.588307,E06000007,E99999999,TPP,TPP
N81084,ROPE GREEN MEDICAL CENTRE,CW2 5DA,53.06655,-2.453958,E06000049,E99999999,EMIS,EMIS
N81085,PARK LANE SURGERY,SK11 6JL,53.258072,-2.122605,E06000049,E99999999,EMIS,EMIS
N81086,WILMSLOW HEALTH CENTRE,SK9 5HX,53.322922,-2.237324,E06000049,E99999999,MEDICUS,MEDICUS
N81087,DANEBRIDGE MEDICAL CENTRE,CW9 5HR,53.258219,-2.512183,E06000050,E99999999,EMIS,EMIS
N81088,PARK GREEN SURGERY,SK11 6JL,53.258072,-2.122605,E06000049,E99999999,EMIS,EMIS
N81089,GREENBANK SURGERY,WA1 3RB,53.396612,-2.571248,E06000007,E99999999,TPP,TPP
N81090,TUDOR SURGERY,CW5 5NX,53.068155,-2.518507,E06000049,E99999999,EMIS,EMIS
N81092,HOPE FARM MEDICAL CENTRE,CH66 2WW,53.265207,-2.923444,E06000050,E99999999,EMIS,EMIS
N81093,WHITBY HEALTH PARTNERSHIP,CH65 6TG,53.267526,-2.910629,E06000050,E99999999,EMIS,EMIS
N81096,BROOKVALE PRACTICE,WA7 2UT,53.325561,-2.696866,E06000006,E99999999,EMIS,EMIS
N81097,DALLAM LANE MEDICAL CENTRE,WA2 7NG,53.392826,-2.595512,E06000007,E99999999,TPP,TPP
N81100,UPTON VILLAGE SURGERY,CH2 1HD,53.213799,-2.884303,E06000050,E99999999,EMIS,EMIS
N81101,THE HANDBRIDGE MED.CTR.,CH4 7JS,53.183674,-2.88943,E06000050,E99999999,EMIS,EMIS
N81102,FOUNTAINS MEDICAL PRACTICE,CH1 4DS,53.195108,-2.892974,E06000050,E99999999,EMIS,EMIS
N81107,MANCHESTER ROAD SURGERY,WA1 3RB,53.396612,-2.571248,E06000007,E99999999,EMIS,EMIS
N81108,THE LAKESIDE SURGERY,WA13 0QE,53.376889,-2.48413,E06000007,E99999999,TPP,TPP
N81109,PADGATE MEDICAL CENTRE,WA2 0RX,53.406526,-2.556189,E06000007,E99999999,TPP,TPP
N81111,MEREPARK MEDICAL CENTRE,ST7 2LU,53.093302,-2.300747,E06000049,E99999999,EMIS,EMIS
N81113,MIDDLEWICH ROAD SURGERY,CW9 7DB,53.257712,-2.489437,E06000050,E99999999,EMIS,EMIS
N81114,BIRCHWOOD MEDICAL CENTRE,WA3 7PJ,53.415497,-2.526501,E06000007,E99999999,TPP,TPP
N81115,LACHE HEALTH CENTRE,CH4 8HX,53.173615,-2.914326,E06000050,E99999999,EMIS,EMIS
N81117,OLD HALL SURGERY,CH65 9AD,53.27623,-2.904396,E06000050,E99999999,EMIS,EMIS
N81118,MEADOWSIDE MEDICAL CENTRE,CW12 1DY,53.165101,-2.211413,E06000049,E99999999,EMIS,EMIS
N81119,HOUGH GREEN HEALTH PARK,WA8 4PF,53.378803,-2.768553,E06000006,E99999999,EMIS,EMIS
N81120,KELSALL MEDICAL CENTRE,CW6 0SN,53.20706,-2.717967,E06000050,E99999999,EMIS,EMIS
N81121,NORTHGATE VILLAGE SURGERY,CH1 4DS,53.195108,-2.892974,E06000050,E99999999,EMIS,EMIS
N81122,WESTBROOK MEDICAL CENTRE,WA5 8UF,53.40852,-2.632211,E06000007,E99999999,TPP,TPP
N81123,WILLOW WOOD SURGERY,CW7 3GY,53.195554,-2.50434,E06000050,E99999999,EMIS,EMIS
N81125,NESTON MEDICAL CENTRE,CH64 3RA,53.291818,-3.06435,E06000050,E99999999,EMIS,EMIS
N81127,THE WEAVER VALE SURGERY,CW7 1AT,53.191333,-2.530289,E06000050,E99999999,EMIS,EMIS
N81607,WESTMINSTER SURGERY,CH65 2ER,53.285557,-2.896598,E06000050,E99999999,EMIS,EMIS
N81614,THE SURGERY,CW5 8EW,53.024874,-2.605296,E06000049,E99999999,EMIS,EMIS
N81619,OAKS PLACE SURGERY,WA8 7GD,53.362174,-2.735706,E06000006,E99999999,EMIS,EMIS
N81623,STRETTON MEDICAL CENTRE,WA4 4NE,53.339599,-2.576267,E06000007,E99999999,EMIS,EMIS
N81626,WESTERN AVE MEDICAL CTRE,CH1 5PA,53.201921,-2.931905,E06000050,E99999999,EMIS,EMIS
N81628,THE ERIC MOORE PARTNERSHIP,WA2 7NJ,53.39342,-2.59716,E06000007,E99999999,TPP,TPP
N81632,BROKEN CROSS SURGERY,SK11 6JL,53.258072,-2.122605,E06000049,E99999999,EMIS,EMIS
N81637,COCKHEDGE MEDICAL CENTRE,WA1 2QQ,53.390968,-2.589472,E06000007,E99999999,EMIS,EMIS
N81642,WATERS EDGE MEDICAL CENTRE,CW10 9BH,53.192316,-2.443985,E06000049,E99999999,EMIS,EMIS
N81645,4 SEASONS MEDICAL CENTRE,WA2 8HE,53.40461,-2.588307,E06000007,E99999999,TPP,TPP
N81651,UPTON ROCKS PRIMARY CARE,WA8 7NU,53.373383,-2.754372,E06000006,E99999999,EMIS,EMIS
N81655,ST WERBURGH'S MEDICAL PRACTICE HOMELESS,CH1 3EQ,53.194478,-2.890686,E06000050,E99999999,EMIS,EMIS
N82001,THE MARGARET THOMPSON MED CENTRE,L24 6TH,53.34599,-2.821738,E08000012,E99999999,EMIS,EMIS
N82002,YEWTREE MEDICAL CENTRE,L14 4ED,53.428829,-2.875108,E08000012,E99999999,EMIS,EMIS
N82003,DOVECOT HEALTH CENTRE,L14 0NL,53.417581,-2.878007,E08000012,E99999999,EMIS,EMIS
N82004,GARSTON FAMILY HEALTH CENTRE,L19 2LW,53.353926,-2.89683,E08000012,E99999999,EMIS,EMIS
N82009,GRASSENDALE MEDICAL CENTRE,L19 9BP,53.364423,-2.911297,E08000012,E99999999,EMIS,EMIS
N82011,PRIORY MEDICAL CENTRE,L6 4EW,53.424237,-2.945744,E08000012,E99999999,EMIS,EMIS
N82014,LANCE LANE MEDICAL CENTRE,L15 6TS,53.396212,-2.911916,E08000012,E99999999,EMIS,EMIS
N82018,ELLERGREEN MEDICAL CENTRE,L11 2YA,53.445432,-2.919309,E08000012,E99999999,EMIS,EMIS
N82019,LANGBANK MEDICAL CENTRE,L11 1AD,53.440828,-2.9277,E08000012,E99999999,EMIS,EMIS
N82022,BEACON HEALTH KENSINGTON,L7 2AB,53.408364,-2.948987,E08000012,E99999999,EMIS,EMIS
N82024,WEST DERBY MEDICAL CENTRE,L12 8TQ,53.431273,-2.895944,E08000012,E99999999,EMIS,EMIS
N82026,PENNY LANE SURGERY,L15 9EH,53.38942,-2.915004,E08000012,E99999999,EMIS,EMIS
N82033,DINGLE PARK PRACTICE,L8 6QP,53.386347,-2.972885,E08000012,E99999999,EMIS,EMIS
N82034,THE VILLAGE SURGERY,L19 2LW,53.353926,-2.89683,E08000012,E99999999,EMIS,EMIS
N82035,MATHER AVENUE SURGERY,L19 4UG,53.365393,-2.892382,E08000012,E99999999,EMIS,EMIS
N82036,NETHERLEY HEALTH CENTRE,L27 7AF,53.388293,-2.839589,E08000012,E99999999,EMIS,EMIS
N82037,WESTMORELAND GP CENTRE,L9 7AL,53.466338,-2.931103,E08000012,E99999999,EMIS,EMIS
N82039,STORRSDALE MEDICAL CENTRE,L18 7JY,53.376708,-2.905742,E08000012,E99999999,EMIS,EMIS
N82041,OAK VALE MEDICAL CENTRE,L15 6UT,53.397256,-2.899832,E08000012,E99999999,EMIS,EMIS
N82046,SEFTON PARK MEDICAL CENTRE,L15 2LQ,53.393105,-2.934843,E08000012,E99999999,EMIS,EMIS
N82048,WALTON MEDICAL CENTRE,L9 1AD,53.449012,-2.966802,E08000012,E99999999,EMIS,EMIS
N82049,WESTMINSTER MEDICAL CENTRE,L4 3TT,53.440846,-2.97836,E08000012,E99999999,EMIS,EMIS
N82050,GATEACRE MEDICAL CENTRE,L25 2PA,53.38545,-2.85753,E08000012,E99999999,EMIS,EMIS
N82052,TOWNSEND MEDICAL CENTRE,L6 0BB,53.430312,-2.943666,E08000012,E99999999,EMIS,EMIS
N82053,AINTREE PARK GROUP PRACTICE,L9 8AL,53.462815,-2.967297,E08000012,E99999999,EMIS,EMIS
N82054,ABERCROMBY FAMILY PRACTICE,L7 7HG,53.399049,-2.961744,E08000012,E99999999,EMIS,EMIS
N82058,ROCK COURT SURGERY,L13 2GA,53.411613,-2.916187,E08000012,E99999999,EMIS,EMIS
N82059,GREENBANK DRIVE SURGERY,L17 1AW,53.389786,-2.930424,E08000012,E99999999,EMIS,EMIS
N82062,FULWOOD GREEN MEDICAL CTR,L17 5AR,53.369457,-2.938037,E08000012,E99999999,EMIS,EMIS
N82065,EARLE ROAD MEDICAL CENTRE,L7 6HD,53.398892,-2.943016,E08000012,E99999999,EMIS,EMIS
N82066,WOOLTON HOUSE MEDICAL CTR,L25 5JA,53.375404,-2.867143,E08000012,E99999999,EMIS,EMIS
N82067,BENIM MEDICAL CENTRE,L6 3BY,53.419412,-2.947804,E08000012,E99999999,EMIS,EMIS
N82070,THE ELMS MEDICAL CENTRE,L8 3SS,53.382359,-2.956888,E08000012,E99999999,EMIS,EMIS
N82073,THE ASH SURGERY,L17 0BY,53.374584,-2.933054,E08000012,E99999999,EMIS,EMIS
N82074,OLD SWAN HEALTH CENTRE,L13 2GA,53.411613,-2.916187,E08000012,E99999999,EMIS,EMIS
N82076,BROWNLOW HEALTH @ PRINCES PARK,L8 0SY,53.391466,-2.952295,E08000012,E99999999,EMIS,EMIS
N82077,BOUSFIELD SURGERY - DR SHAH,L4 4PP,53.431558,-2.977575,E08000012,E99999999,EMIS,EMIS
N82078,BOUSFIELD - ROBERTS,L4 4PP,53.431558,-2.977575,E08000012,E99999999,EMIS,EMIS
N82079,GREENBANK ROAD SURGERY,L18 1HG,53.387664,-2.924725,E08000012,E99999999,EMIS,EMIS
N82081,ISLINGTON HOUSE MEDICAL CENTRE,L6 2EH,53.415808,-2.964605,E08000012,E99999999,EMIS,EMIS
N82082,ST. JAMES' HEALTH CENTRE,L1 5DZ,53.398351,-2.979085,E08000012,E99999999,EMIS,EMIS
N82083,JUBILEE MEDICAL CENTRE,L11 4UG,53.448645,-2.902288,E08000012,E99999999,EMIS,EMIS
N82084,GATEACRE BROW SURGERY,L25 3PA,53.383306,-2.8632,E08000012,E99999999,EMIS,EMIS
N82086,ABINGDON FAMILY HEALTH CARE CENTRE,L4 8SJ,53.440587,-2.943502,E08000012,E99999999,EMIS,EMIS
N82087,GILLMOSS MEDICAL CENTRE,L11 0AG,53.459474,-2.897848,E08000012,E99999999,EMIS,EMIS
N82089,PICTON GREEN,L7 6HD,53.398892,-2.943016,E08000012,E99999999,EMIS,EMIS
N82090,GREEN LANE MEDICAL CENTRE,L13 7DY,53.424129,-2.928631,E08000012,E99999999,EMIS,EMIS
N82091,GP PRACTICE RIVERSIDE (DR JUDE),L8 6QP,53.386347,-2.972885,E08000012,E99999999,EMIS,EMIS
N82092,THE VALLEY MEDICAL CENTRE,L25 1RY,53.399182,-2.876606,E08000012,E99999999,EMIS,EMIS
N82093,DERBY LANE MEDICAL CENTRE,L13 3DN,53.415934,-2.914294,E08000012,E99999999,EMIS,EMIS
N82094,BELLE VALE HEALTH CENTRE,L25 2XE,53.39205,-2.859753,E08000012,E99999999,EMIS,EMIS
N82095,ALBION SURGERY,L6 2EH,53.415808,-2.964605,E08000012,E99999999,EMIS,EMIS
N82097,THE GREY ROAD SURGERY,L9 1AD,53.449012,-2.966802,E08000012,E99999999,EMIS,EMIS
N82099,MERE LANE GROUP PRACTICE,L5 0QW,53.425824,-2.968654,E08000012,E99999999,EMIS,EMIS
N82101,KIRKDALE MEDICAL CENTRE,L4 4QJ,53.43354,-2.973842,E08000012,E99999999,EMIS,EMIS
N82103,ANFIELD GROUP PRACTICE,L6 0BB,53.430312,-2.943666,E08000012,E99999999,EMIS,EMIS
N82104,STONEYCROFT MEDICAL CENTRE,L13 6QD,53.419994,-2.915856,E08000012,E99999999,EMIS,EMIS
N82106,THE VILLAGE MEDICAL CTRE,L25 6HE,53.374793,-2.871986,E08000012,E99999999,EMIS,EMIS
N82107,BEACON HEALTH MOSSLEY HILL,L18 2DU,53.386849,-2.911461,E08000012,E99999999,EMIS,EMIS
N82108,RUTHERFORD MEDICAL CENTRE,L18 0HJ,53.390336,-2.910332,E08000012,E99999999,EMIS,EMIS
N82109,SPEKE HC - DR THAKUR,L24 2SF,53.340927,-2.838793,E08000012,E99999999,EMIS,EMIS
N82110,LONG LANE,L9 6DQ,53.45604,-2.925004,E08000012,E99999999,EMIS,EMIS
N82113,FAIRFIELD MEDICAL CENTRE,L6 3BY,53.419412,-2.947804,E08000012,E99999999,EMIS,EMIS
N82115,VAUXHALL HEALTH CENTRE,L5 8XR,53.419411,-2.984564,E08000012,E99999999,EMIS,EMIS
N82116,HILLFOOT HEALTH,L25 0ND,53.359201,-2.859151,E08000012,E99999999,EMIS,EMIS
N82117,BROWNLOW GROUP PRACTICE,L69 3GF,53.40844,-2.967597,E08000012,E99999999,EMIS,EMIS
N82617,BROWNLOW AT MARYBONE,L3 2BG,53.411286,-2.987806,E08000012,E99999999,EMIS,EMIS
N82633,CALVARY HEALTH CENTRE,L14 7PH,53.418188,-2.885859,E08000012,E99999999,EMIS,EMIS
N82641,SANDRINGHAM MEDICAL CENTRE,L17 4JP,53.380632,-2.952625,E08000012,E99999999,EMIS,EMIS
N82645,BROWNLOW HEALTH AT KENSINGTON,L7 2PF,53.407702,-2.950928,E08000012,E99999999,EMIS,EMIS
N82646,DR JUDE'S PRACTICE - RIVERSIDE,L8 6QP,53.386347,-2.972885,E08000012,E99999999,EMIS,EMIS
N82648,POULTER ROAD MEDICAL CENTRE,L9 0HJ,53.466698,-2.952728,E08000012,E99999999,EMIS,EMIS
N82650,SPEKE HC - DR SINGH & DR BICHA,L24 2SF,53.340927,-2.838793,E08000012,E99999999,EMIS,EMIS
N82651,STANLEY MEDICAL CENTRE,L4 4PP,53.431558,-2.977575,E08000012,E99999999,EMIS,EMIS
N82655,MOSS WAY,L11 0BL,53.457166,-2.897513,E08000012,E99999999,EMIS,EMIS
N82662,DUNSTAN VILLAGE GROUP PRACTICE,L7 6HD,53.398892,-2.943016,E08000012,E99999999,EMIS,EMIS
N82663,HORNSPIT MEDICAL CENTRE,L12 5LT,53.436681,-2.915341,E08000012,E99999999,EMIS,EMIS
N82664,ROCKY LANE MEDICAL CENTRE,L16 1JD,53.403597,-2.893423,E08000012,E99999999,EMIS,EMIS
N82668,WALTON VILLAGE MEDICAL CENTRE,L4 6TW,53.443533,-2.959602,E08000012,E99999999,EMIS,EMIS
N82669,GREAT HOMER STREET MEDICAL CENTRE,L5 0QW,53.425824,-2.968654,E08000012,E99999999,EMIS,EMIS
N82671,BIGHAM ROAD MEDICAL CENTRE,L6 6DW,53.413799,-2.945994,E08000012,E99999999,EMIS,EMIS
N82676,FIR TREE,L12 0JE,53.449288,-2.877501,E08000012,E99999999,EMIS,EMIS
N82678,STOPGATE LANE MEDICAL CTR,L9 6AP,53.451258,-2.936556,E08000012,E99999999,EMIS,EMIS
N83001,RAINBOW MEDICAL CENTRE,WA9 3PN,53.435406,-2.705931,E08000013,E99999999,EMIS,EMIS
N83002,PATTERDALE LODGE MED CTRE,WA12 9NA,53.452462,-2.644609,E08000013,E99999999,EMIS,EMIS
N83003,ORMSKIRK HOUSE SURGERY,WA10 2DJ,53.456702,-2.742609,E08000013,E99999999,EMIS,EMIS
N83005,VISTA ROAD SURGERY,WA12 9ED,53.457824,-2.645458,E08000013,E99999999,EMIS,EMIS
N83006,PHOENIX MEDICAL CENTRE,WA10 2HT,53.457785,-2.744752,E08000013,E99999999,EMIS,EMIS
N83007,LINGHOLME HEALTH CENTRE,WA10 2HT,53.457785,-2.744752,E08000013,E99999999,EMIS,EMIS
N83008,BERRYMEAD FAMILY MED.CTR.,WA9 3RP,53.44406,-2.698501,E08000013,E99999999,EMIS,EMIS
N83009,WINGATE MEDICAL CENTRE,L33 6YJ,53.488401,-2.874646,E08000011,E99999999,EMIS,EMIS
N83010,RAINHILL VILLAGE SURGERY,L35 4LP,53.416229,-2.763404,E08000013,E99999999,EMIS,EMIS
N83012,MILL STREET MEDICAL CTR.,WA10 2BD,53.456584,-2.739941,E08000013,E99999999,EMIS,EMIS
N83013,THE HEALTH CENTRE SURGERY,L26 9UH,53.359024,-2.82558,E08000011,E99999999,EMIS,EMIS
N83014,DINAS LANE MEDICAL CENTRE,L36 2NW,53.417404,-2.861513,E08000011,E99999999,EMIS,EMIS
N83017,HALL STREET MEDICAL CENTRE,WA10 1DW,53.452666,-2.732479,E08000013,E99999999,EMIS,EMIS
N83018,STOCKBRIDGE VILLAGE HC,L28 3QA,53.4312,-2.864245,E08000011,E99999999,EMIS,EMIS
N83019,BILLINGE MEDICAL PRACTICE,WN5 7LY,53.497681,-2.706951,E08000013,E99999999,EMIS,EMIS
N83020,MODALITY ST HELENS,WA11 0NA,53.468334,-2.656555,E08000013,E99999999,EMIS,EMIS
N83021,FOUR ACRE HEALTH CENTRE,WA9 4QB,53.418906,-2.723398,E08000013,E99999999,EMIS,EMIS
N83023,ATLAS MEDICAL PRACTICE,WA9 1LN,53.454227,-2.724148,E08000013,E99999999,EMIS,EMIS
N83024,PARK HOUSE MEDICAL CENTRE,L34 1ND,53.426723,-2.805295,E08000011,E99999999,EMIS,EMIS
N83025,CORNERWAYS MEDICAL CENTRE,L36 3TN,53.422901,-2.85592,E08000011,E99999999,EMIS,EMIS
N83026,PARKFIELD SURGERY,WA10 2DJ,53.456702,-2.742609,E08000013,E99999999,EMIS,EMIS
